DFILESIZE,load,file,filename,siteid,uploaddirectory,contenttype,containerid,overwrite,majorversion,damsasp:extDocSource,damsasp:extDocId,,damsasp:extDocVersion,apm:apmNumber,apm:apmYear,apm:beginningBatesNumber,apm:endingBatesNumber,apm:startImage,apm:endImage,,remiccd:subtype,remiccd:sponsor,remiccd:dealNumber,,oipmroot:issuerName,oipmroot:issuerNumber
1146942,TRUE,dams_sample.pdf,GMD030580.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030580,,,,,,,,,,,,,,Bank of Melon NY,760
3078263,TRUE,dams_sample.pdf,GMD030584.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030584,,,,,,,,,,,,,,Bank of Melon NY,770
1671208,TRUE,dams_sample.pdf,GMD030588.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030588,,,,,,,,,,,,,,Bank of Melon NY,780
2896087,TRUE,dams_sample.pdf,GMD030592.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030592,,,,,,,,,,,,,,Bank of Melon NY,790
1500263,TRUE,dams_sample.pdf,GMD030596.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030596,,,,,,,,,,,,,,Bank of Melon NY,800
719398,TRUE,dams_sample.pdf,GMD030600.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030600,,,,,,,,,,,,,,Bank of Melon NY,810
2111845,TRUE,dams_sample.pdf,GMD030604.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030604,,,,,,,,,,,,,,Bank of Melon NY,820
1045919,TRUE,dams_sample.pdf,GMD029937.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD029937,,,,,,,,,,,,,,Bank of Melon NY,830
2463760,TRUE,dams_sample.pdf,GMD029929.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD029929,,,,,,,,,,,,,,Bank of Melon NY,840
1726586,TRUE,dams_sample.pdf,GMD029933.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD029933,,,,,,,,,,,,,,Bank of Melon NY,850
1780991,TRUE,dams_sample.pdf,GMD030608.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030608,,,,,,,,,,,,,,Bank of Melon NY,860
1742893,TRUE,dams_sample.pdf,GMD030612.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030612,,,,,,,,,,,,,,Bank of Melon NY,870
1640086,TRUE,dams_sample.pdf,GMD030613.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030613,,,,,,,,,,,,,,Bank of Melon NY,880
1607809,TRUE,dams_sample.pdf,GMD030619.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030619,,,,,,,,,,,,,,Bank of Melon NY,890
1915213,TRUE,dams_sample.pdf,GMD030625.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030625,,,,,,,,,,,,,,Bank of Melon NY,900
1694449,TRUE,dams_sample.pdf,GMD030370.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030370,,,,,,,,,,,,,,Bank of Melon NY,910
1726395,TRUE,dams_sample.pdf,GMD030374.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030374,,,,,,,,,,,,,,Bank of Melon NY,920
1859885,TRUE,dams_sample.pdf,GMD030378.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030378,,,,,,,,,,,,,,Bank of Melon NY,930
1386640,TRUE,dams_sample.pdf,GMD030382.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030382,,,,,,,,,,,,,,Bank of Melon NY,940
2866898,TRUE,dams_sample.pdf,GMD030386.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030386,,,,,,,,,,,,,,Bank of Melon NY,950
1434612,TRUE,dams_sample.pdf,GMD030390.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030390,,,,,,,,,,,,,,Bank of Melon NY,960
1701674,TRUE,dams_sample.pdf,GMD030394.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030394,,,,,,,,,,,,,,Bank of Melon NY,970
1406790,TRUE,dams_sample.pdf,GMD030398.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030398,,,,,,,,,,,,,,Bank of Melon NY,980
1009976,TRUE,dams_sample.pdf,GMD030402.pdf,oipm,Manufactured Housing/Manufactured Homes Historical Documents,mhdoc:mhDocuments,,,,,GMD030402,,,,,,,,,,,,,,Bank of Melon NY,990
1335874,TRUE,dams_sample.pdf,GMD040470.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040470,,,,,,,,,,,,,,,
1461362,TRUE,dams_sample.pdf,GMD040472.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040472,,,,,,,,,,,,,,,
1191661,TRUE,dams_sample.pdf,GMD040473.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040473,,,,,,,,,,,,,,,
1516675,TRUE,dams_sample.pdf,GMD040474.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040474,,,,,,,,,,,,,,,
688190,TRUE,dams_sample.pdf,GMD040476.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040476,,,,,,,,,,,,,,,
1402392,TRUE,dams_sample.pdf,GMD040477.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040477,,,,,,,,,,,,,,,
923412,TRUE,dams_sample.pdf,GMD040478.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040478,,,,,,,,,,,,,,,
1238930,TRUE,dams_sample.pdf,GMD040480.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040480,,,,,,,,,,,,,,,
503620,TRUE,dams_sample.pdf,GMD040481.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040481,,,,,,,,,,,,,,,
1217252,TRUE,dams_sample.pdf,GMD040482.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040482,,,,,,,,,,,,,,,
759854,TRUE,dams_sample.pdf,GMD040484.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040484,,,,,,,,,,,,,,,
1395000,TRUE,dams_sample.pdf,GMD040485.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040485,,,,,,,,,,,,,,,
1228246,TRUE,dams_sample.pdf,GMD040486.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040486,,,,,,,,,,,,,,,
1192154,TRUE,dams_sample.pdf,GMD040488.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040488,,,,,,,,,,,,,,,
554642,TRUE,dams_sample.pdf,GMD040489.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040489,,,,,,,,,,,,,,,
2545914,TRUE,dams_sample.pdf,GMD040490.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040490,,,,,,,,,,,,,,,
1194148,TRUE,dams_sample.pdf,GMD040492.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040492,,,,,,,,,,,,,,,
414772,TRUE,dams_sample.pdf,GMD040493.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040493,,,,,,,,,,,,,,,
620782,TRUE,dams_sample.pdf,GMD040494.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040494,,,,,,,,,,,,,,,
822519,TRUE,dams_sample.pdf,GMD040496.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040496,,,,,,,,,,,,,,,
2936709,TRUE,dams_sample.pdf,GMD040497.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040497,,,,,,,,,,,,,,,
1758797,TRUE,dams_sample.pdf,GMD040498.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040498,,,,,,,,,,,,,,,
554615,TRUE,dams_sample.pdf,GMD040499.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040499,,,,,,,,,,,,,,,
1063561,TRUE,dams_sample.pdf,GMD040501.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040501,,,,,,,,,,,,,,,
1405799,TRUE,dams_sample.pdf,GMD040503.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040503,,,,,,,,,,,,,,,
1291406,TRUE,dams_sample.pdf,GMD040505.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040505,,,,,,,,,,,,,,,
1581587,TRUE,dams_sample.pdf,GMD040506.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040506,,,,,,,,,,,,,,,
2046679,TRUE,dams_sample.pdf,GMD040507.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040507,,,,,,,,,,,,,,,
30294,TRUE,dams_sample.pdf,GMD040508.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040508,,,,,,,,,,,,,,,
1224882,TRUE,dams_sample.pdf,GMD040509.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040509,,,,,,,,,,,,,,,
1412640,TRUE,dams_sample.pdf,GMD040511.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040511,,,,,,,,,,,,,,,
1712140,TRUE,dams_sample.pdf,GMD040512.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040512,,,,,,,,,,,,,,,
659636,TRUE,dams_sample.pdf,GMD040513.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040513,,,,,,,,,,,,,,,
1136461,TRUE,dams_sample.pdf,GMD040515.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040515,,,,,,,,,,,,,,,
734737,TRUE,dams_sample.pdf,GMD040516.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040516,,,,,,,,,,,,,,,
1486383,TRUE,dams_sample.pdf,GMD040517.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040517,,,,,,,,,,,,,,,
3509484,TRUE,dams_sample.pdf,GMD040519.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040519,,,,,,,,,,,,,,,
2141517,TRUE,dams_sample.pdf,GMD040520.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040520,,,,,,,,,,,,,,,
1553302,TRUE,dams_sample.pdf,GMD040521.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040521,,,,,,,,,,,,,,,
723285,TRUE,dams_sample.pdf,GMD040523.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040523,,,,,,,,,,,,,,,
1705105,TRUE,dams_sample.pdf,GMD040524.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040524,,,,,,,,,,,,,,,
1351465,TRUE,dams_sample.pdf,GMD040525.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040525,,,,,,,,,,,,,,,
1437012,TRUE,dams_sample.pdf,GMD040527.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040527,,,,,,,,,,,,,,,
1498443,TRUE,dams_sample.pdf,GMD040528.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040528,,,,,,,,,,,,,,,
1278427,TRUE,dams_sample.pdf,GMD040529.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040529,,,,,,,,,,,,,,,
2347738,TRUE,dams_sample.pdf,GMD040531.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040531,,,,,,,,,,,,,,,
1872472,TRUE,dams_sample.pdf,GMD040532.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040532,,,,,,,,,,,,,,,
1915724,TRUE,dams_sample.pdf,GMD040533.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040533,,,,,,,,,,,,,,,
1513858,TRUE,dams_sample.pdf,GMD040535.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040535,,,,,,,,,,,,,,,
1469735,TRUE,dams_sample.pdf,GMD040536.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040536,,,,,,,,,,,,,,,
1609144,TRUE,dams_sample.pdf,GMD040537.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040537,,,,,,,,,,,,,,,
678000,TRUE,dams_sample.pdf,GMD040539.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040539,,,,,,,,,,,,,,,
4638802,TRUE,dams_sample.pdf,GMD040540.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040540,,,,,,,,,,,,,,,
1473135,TRUE,dams_sample.pdf,GMD040541.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040541,,,,,,,,,,,,,,,
739605,TRUE,dams_sample.pdf,GMD040543.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040543,,,,,,,,,,,,,,,
1363261,TRUE,dams_sample.pdf,GMD040544.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040544,,,,,,,,,,,,,,,
936802,TRUE,dams_sample.pdf,GMD040545.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040545,,,,,,,,,,,,,,,
926452,TRUE,dams_sample.pdf,GMD040400.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040400,,,,,,,,,,,,,,,
706267,TRUE,dams_sample.pdf,GMD040401.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040401,,,,,,,,,,,,,,,
1738558,TRUE,dams_sample.pdf,GMD040403.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040403,,,,,,,,,,,,,,,
1508130,TRUE,dams_sample.pdf,GMD040404.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040404,,,,,,,,,,,,,,,
1450960,TRUE,dams_sample.pdf,GMD040405.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040405,,,,,,,,,,,,,,,
587611,TRUE,dams_sample.pdf,GMD040407.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040407,,,,,,,,,,,,,,,
1236184,TRUE,dams_sample.pdf,GMD040408.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040408,,,,,,,,,,,,,,,
1317380,TRUE,dams_sample.pdf,GMD040409.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040409,,,,,,,,,,,,,,,
1738111,TRUE,dams_sample.pdf,GMD040411.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040411,,,,,,,,,,,,,,,
1223140,TRUE,dams_sample.pdf,GMD040412.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040412,,,,,,,,,,,,,,,
1364622,TRUE,dams_sample.pdf,GMD040413.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040413,,,,,,,,,,,,,,,
1089064,TRUE,dams_sample.pdf,GMD040415.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040415,,,,,,,,,,,,,,,
1136405,TRUE,dams_sample.pdf,GMD040416.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040416,,,,,,,,,,,,,,,
638919,TRUE,dams_sample.pdf,GMD040417.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040417,,,,,,,,,,,,,,,
1057860,TRUE,dams_sample.pdf,GMD040418.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040418,,,,,,,,,,,,,,,
1248209,TRUE,dams_sample.pdf,GMD040420.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040420,,,,,,,,,,,,,,,
1151502,TRUE,dams_sample.pdf,GMD040421.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040421,,,,,,,,,,,,,,,
1295397,TRUE,dams_sample.pdf,GMD040422.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040422,,,,,,,,,,,,,,,
2871757,TRUE,dams_sample.pdf,GMD040424.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040424,,,,,,,,,,,,,,,
2065649,TRUE,dams_sample.pdf,GMD040425.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040425,,,,,,,,,,,,,,,
1148593,TRUE,dams_sample.pdf,GMD040426.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040426,,,,,,,,,,,,,,,
1240356,TRUE,dams_sample.pdf,GMD040428.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040428,,,,,,,,,,,,,,,
847864,TRUE,dams_sample.pdf,GMD040429.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040429,,,,,,,,,,,,,,,
1621890,TRUE,dams_sample.pdf,GMD040430.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040430,,,,,,,,,,,,,,,
453666,TRUE,dams_sample.pdf,GMD040432.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040432,,,,,,,,,,,,,,,
822878,TRUE,dams_sample.pdf,GMD040433.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040433,,,,,,,,,,,,,,,
51800,TRUE,dams_sample.pdf,GMD040434.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040434,,,,,,,,,,,,,,,
1702347,TRUE,dams_sample.pdf,GMD040436.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040436,,,,,,,,,,,,,,,
1258293,TRUE,dams_sample.pdf,GMD040437.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040437,,,,,,,,,,,,,,,
840026,TRUE,dams_sample.pdf,GMD040438.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040438,,,,,,,,,,,,,,,
1249150,TRUE,dams_sample.pdf,GMD040440.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040440,,,,,,,,,,,,,,,
1465360,TRUE,dams_sample.pdf,GMD040441.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040441,,,,,,,,,,,,,,,
1192212,TRUE,dams_sample.pdf,GMD040442.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040442,,,,,,,,,,,,,,,
554489,TRUE,dams_sample.pdf,GMD040444.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040444,,,,,,,,,,,,,,,
1141338,TRUE,dams_sample.pdf,GMD040445.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040445,,,,,,,,,,,,,,,
1111621,TRUE,dams_sample.pdf,GMD040446.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040446,,,,,,,,,,,,,,,
1353788,TRUE,dams_sample.pdf,GMD040448.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040448,,,,,,,,,,,,,,,
1282533,TRUE,dams_sample.pdf,GMD040449.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040449,,,,,,,,,,,,,,,
1874212,TRUE,dams_sample.pdf,GMD040450.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040450,,,,,,,,,,,,,,,
448928,TRUE,dams_sample.pdf,GMD040452.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD040452,,,,,,,,,,,,,,,
7743014,TRUE,dams_sample.pdf,GMD038022.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD038022,,,,,,,,,,,,,,,
19361152,TRUE,dams_sample.pdf,GMD038026.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD038026,,,,,,,,,,,,,,,
15167458,TRUE,dams_sample.pdf,GMD038025.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD038025,,,,,,,,,,,,,,,
35856411,TRUE,dams_sample.pdf,GMD038027.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD038027,,,,,,,,,,,,,,,
22244495,TRUE,dams_sample.pdf,GMD038028.pdf,omo,Workforce Innovation Team (WIT)/Ginnie Post (Newsletter)/Biweekly Edition,witgp:biweeklyEdition,,,,,GMD038028,,,,,,,,,,,,,,,
