file,filename,siteid,uploaddirectory,contenttype,containerid,oipmroot:issuerNumber,oipmroot:issuerName,damsasp:extDocSource
OIP00133_3629_LENDERS ASSOCIATION.pdf,OIP00133_3629_LENDERS ASSOCIATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3629,LENDERS ASSOCIATION,Other
OIP00134_3631_EAGLE MORTGAGE.pdf,OIP00134_3631_EAGLE MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3631,EAGLE MORTGAGE,Other
OIP00135_3633_NATIONAL BANK OF COMMERCE.pdf,OIP00135_3633_NATIONAL BANK OF COMMERCE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3633,NATIONAL BANK OF COMMERCE,Other
OIP00136_3831_NORTHERN TRADE MORTGAGE CORPORATION.pdf,OIP00136_3831_NORTHERN TRADE MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3831,NORTHERN TRADE MORTGAGE CORPORATION,Other
OIP00137_3832_FIDELITY NATIONAL MORTGAGE.pdf,OIP00137_3832_FIDELITY NATIONAL MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3832,FIDELITY NATIONAL MORTGAGE,Other
"OIP00138_3833_CH MORTGAGE CO, LTD.pdf","OIP00138_3833_CH MORTGAGE CO, LTD.pdf",ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3833,"CH MORTGAGE CO, LTD",Other
"OIP00139_3833_CJ MORTGAGE CO, LTD.pdf","OIP00139_3833_CJ MORTGAGE CO, LTD.pdf",ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3833,"CJ MORTGAGE CO, LTD",Other
OIP00140_3834_CONCORD MORTGAGE CORPORATION.pdf,OIP00140_3834_CONCORD MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3834,CONCORD MORTGAGE CORPORATION,Other
OIP00141_3835_TERRITORIAL SAVINGS AND LOAN ASSOCIATION.pdf,OIP00141_3835_TERRITORIAL SAVINGS AND LOAN ASSOCIATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3835,TERRITORIAL SAVINGS AND LOAN ASSOCIATION,Other
"OIP00142_3837_CDC MORTGAGE CAPITAL, INC.pdf","OIP00142_3837_CDC MORTGAGE CAPITAL, INC.pdf",ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3837,"CDC MORTGAGE CAPITAL, INC",Other
OIP00143_3839_BANK OF THE WEST.pdf,OIP00143_3839_BANK OF THE WEST.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3839,BANK OF THE WEST,Other
OIP00144_3839_BANK OF THE WEST.pdf,OIP00144_3839_BANK OF THE WEST.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3839,BANK OF THE WEST,Other
OIP00145_2472_SECURITY SAVINGS.pdf,OIP00145_2472_SECURITY SAVINGS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2472,SECURITY SAVINGS,Other
OIP00146_2521_CAPITAL PACIFIC.pdf,OIP00146_2521_CAPITAL PACIFIC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2521,CAPITAL PACIFIC,Other
OIP00147_2526_INLAND.pdf,OIP00147_2526_INLAND.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2526,INLAND,Other
OIP00148_2532_UNION PLANTERS.pdf,OIP00148_2532_UNION PLANTERS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2532,UNION PLANTERS,Other
OIP00149_2546_SWAIN.pdf,OIP00149_2546_SWAIN.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2546,SWAIN,Other
OIP00150_2559_BB&T.pdf,OIP00150_2559_BB&T.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2559,BB&T,Other
OIP00151_2545_HOME FEDERAL BANK OF TENNESSEE FSB.pdf,OIP00151_2545_HOME FEDERAL BANK OF TENNESSEE FSB.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2545,HOME FEDERAL BANK OF TENNESSEE FSB,Other
OIP00152_2520_FIRST NATIONAL BANK OF OMAHA.pdf,OIP00152_2520_FIRST NATIONAL BANK OF OMAHA.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2520,FIRST NATIONAL BANK OF OMAHA,Other
OIP00153_2571_CAPITOL ONE.pdf,OIP00153_2571_CAPITOL ONE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2571,CAPITOL ONE,Other
OIP00154_2572_NORTH CENTRAL.pdf,OIP00154_2572_NORTH CENTRAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2572,NORTH CENTRAL,Other
OIP00155_2594_NORTH AMERICAN BANK.pdf,OIP00155_2594_NORTH AMERICAN BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2594,NORTH AMERICAN BANK,Other
OIP00156_2580_FIRST NATIONAL BANK OF MD.pdf,OIP00156_2580_FIRST NATIONAL BANK OF MD.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2580,FIRST NATIONAL BANK OF MD,Other
OIP00157_2619_SIBLEY M. COMPANY.pdf,OIP00157_2619_SIBLEY M. COMPANY.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2619,SIBLEY M. COMPANY,Other
OIP00158_2627_DEVELOPERS MORTGAGE.pdf,OIP00158_2627_DEVELOPERS MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2627,DEVELOPERS MORTGAGE,Other
OIP00159_3355_WELLS FARGO HOME MORTGAGE.pdf,OIP00159_3355_WELLS FARGO HOME MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3355,WELLS FARGO HOME MORTGAGE,Other
OIP00160_3359_AMERIHOME MORTGAGE.pdf,OIP00160_3359_AMERIHOME MORTGAGE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3359,AMERIHOME MORTGAGE,Other
OIP00161_3360_UNITY MORTGAGE CORPORATION.pdf,OIP00161_3360_UNITY MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3360,UNITY MORTGAGE CORPORATION,Other
OIP00162_3365_BANCO SANTANDER PUERTO RICO.pdf,OIP00162_3365_BANCO SANTANDER PUERTO RICO.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3365,BANCO SANTANDER PUERTO RICO,Other
OIP00163_3385_FARMERS STATE BANK AND TRUST.pdf,OIP00163_3385_FARMERS STATE BANK AND TRUST.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3385,FARMERS STATE BANK AND TRUST,Other
OIP00164_3386_WESTSTAR MORTGAGE CORPORATION.pdf,OIP00164_3386_WESTSTAR MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3386,WESTSTAR MORTGAGE CORPORATION,Other
OIP00165_3388_PACIFIC CENTRAL MORTGAGE INC.pdf,OIP00165_3388_PACIFIC CENTRAL MORTGAGE INC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3388,PACIFIC CENTRAL MORTGAGE INC,Other
OIP00166_3406_SAN DIEGO FUNDING.pdf,OIP00166_3406_SAN DIEGO FUNDING.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3406,SAN DIEGO FUNDING,Other
OIP00167_3408_DYER-ROBIN ASSOCIATES.pdf,OIP00167_3408_DYER-ROBIN ASSOCIATES.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3408,DYER-ROBIN ASSOCIATES,Other
OIP00168_3428_LANCASTER MORTGAGE SERVICES.pdf,OIP00168_3428_LANCASTER MORTGAGE SERVICES.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3428,LANCASTER MORTGAGE SERVICES,Other
OIP00169_3430_MT. MCKINLEY NATIONAL SAVINGS BANK.pdf,OIP00169_3430_MT. MCKINLEY NATIONAL SAVINGS BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3430,MT. MCKINLEY NATIONAL SAVINGS BANK,Other
OIP00170_3434_ENT FEDERAL CREDIT UNION.pdf,OIP00170_3434_ENT FEDERAL CREDIT UNION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3434,ENT FEDERAL CREDIT UNION,Other
OIP00171_3441_UNION FEDERAL SAVINGS BANK.pdf,OIP00171_3441_UNION FEDERAL SAVINGS BANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3441,UNION FEDERAL SAVINGS BANK,Other
OIP00172_3444_CAL COAST MORTGAGE CORPORATION.pdf,OIP00172_3444_CAL COAST MORTGAGE CORPORATION.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3444,CAL COAST MORTGAGE CORPORATION,Other
OIP00173_3989_AMERIFUND.pdf,OIP00173_3989_AMERIFUND.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3989,AMERIFUND,Other
OIP00174_3989_AMERIFUND.pdf,OIP00174_3989_AMERIFUND.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3989,AMERIFUND,Other
OIP00175_3992_DISCOVER.pdf,OIP00175_3992_DISCOVER.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3992,DISCOVER,Other
OIP00176_2993_SERVIS ONE.pdf,OIP00176_2993_SERVIS ONE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2993,SERVIS ONE,Other
OIP00177_2993_SERVIS ONE.pdf,OIP00177_2993_SERVIS ONE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2993,SERVIS ONE,Other
OIP00178_3991_CAPITAL SOURCE.pdf,OIP00178_3991_CAPITAL SOURCE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3991,CAPITAL SOURCE,Other
OIP00179_3994_ACF PARTNERS.pdf,OIP00179_3994_ACF PARTNERS.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3994,ACF PARTNERS,Other
OIP00183_4306_MB FINANCIAL.pdf,OIP00183_4306_MB FINANCIAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4306,MB FINANCIAL,Other
OIP00184_4307_INDEPENDENT.pdf,OIP00184_4307_INDEPENDENT.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4307,INDEPENDENT,Other
OIP00185_4308_EVOLVE.pdf,OIP00185_4308_EVOLVE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4308,EVOLVE,Other
OIP00186_4309_AIXA FINANCIAL.pdf,OIP00186_4309_AIXA FINANCIAL.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4309,AIXA FINANCIAL,Other
OIP00187_4310_NEXBANK.pdf,OIP00187_4310_NEXBANK.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4310,NEXBANK,Other
OIP00188_4244_WESTSTAR.pdf,OIP00188_4244_WESTSTAR.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4244,WESTSTAR,Other
OIP00189_4245_TOTAL M.pdf,OIP00189_4245_TOTAL M.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4245,TOTAL M,Other
OIP00190_4246_RUSHMORE.pdf,OIP00190_4246_RUSHMORE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4246,RUSHMORE,Other
OIP00191_4247_AMERISAVE.pdf,OIP00191_4247_AMERISAVE.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4247,AMERISAVE,Other
OIP00192_4249_NYCB.pdf,OIP00192_4249_NYCB.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4249,NYCB,Other
OIP00145_3839_BANK OF THE WEST.pdf,OIP00145_3839_BANK OF THE WEST.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3839,BANK OF THE WEST,Other
OIP00248_2775_First Bank.pdf,OIP00248_2775_First Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2775,First Bank,Other
OIP00249_2800_Home American Mortgage.pdf,OIP00249_2800_Home American Mortgage.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2800,Home American Mortgage,Other
OIP00250_2813_Cenlar.pdf,OIP00250_2813_Cenlar.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2813,Cenlar,Other
OIP00251_2833_Syracuse.pdf,OIP00251_2833_Syracuse.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2833,Syracuse,Other
OIP00252_2831_Talman Home.pdf,OIP00252_2831_Talman Home.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2831,Talman Home,Other
OIP00254_2875_Liberty.pdf,OIP00254_2875_Liberty.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2875,Liberty,Other
OIP00253_2859_Alaska Housing.pdf,OIP00253_2859_Alaska Housing.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2859,Alaska Housing,Other
"OIP00255_2881_MLA, Inc.pdf","OIP00255_2881_MLA, Inc.pdf",ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2881,"MLA, Inc",Other
OIP00256_2907_Atlantic Mortgage.pdf,OIP00256_2907_Atlantic Mortgage.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2907,Atlantic Mortgage,Other
OIP00258_2873_Washington Savings Bank.pdf,OIP00258_2873_Washington Savings Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2873,Washington Savings Bank,Other
OIP00259_2828_Kislak.pdf,OIP00259_2828_Kislak.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2828,Kislak,Other
OIP00215_1909_Saxon Mortgage Services.pdf,OIP00215_1909_Saxon Mortgage Services.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1909,Saxon Mortgage Services,Other
OIP00257_2914_Alaska USA Federal CU.pdf,OIP00257_2914_Alaska USA Federal CU.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2914,Alaska USA Federal CU,Other
OIP00216_1950_Saxon Mortgage Inc.pdf,OIP00216_1950_Saxon Mortgage Inc.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1950,Saxon Mortgage Inc,Other
OIP00218_1962_Delmar Financial Services.pdf,OIP00218_1962_Delmar Financial Services.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1962,Delmar Financial Services,Other
OIP00217_1953_Associated Mortgages.pdf,OIP00217_1953_Associated Mortgages.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1953,Associated Mortgages,Other
OIP00219_1969_Coast Funding Corp.pdf,OIP00219_1969_Coast Funding Corp.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1969,Coast Funding Corp,Other
OIP00220_1990_Schmidt Mortgage.pdf,OIP00220_1990_Schmidt Mortgage.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1990,Schmidt Mortgage,Other
OIP00222_2052_Liberty.pdf,OIP00222_2052_Liberty.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2052,Liberty,Other
OIP00221_1997_Colonial.pdf,OIP00221_1997_Colonial.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,1997,Colonial,Other
OIP00223_2086_Curtis.pdf,OIP00223_2086_Curtis.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2086,Curtis,Other
OIP00224_2150_Mortgage Clearing.pdf,OIP00224_2150_Mortgage Clearing.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2150,Mortgage Clearing,Other
OIP00225_2209_Augusta.pdf,OIP00225_2209_Augusta.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2209,Augusta,Other
OIP00227_2218_Vanderbilt.pdf,OIP00227_2218_Vanderbilt.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2218,Vanderbilt,Other
OIP00226_2217_First Federal.pdf,OIP00226_2217_First Federal.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2217,First Federal,Other
OIP00228_2243_Mission Hill.pdf,OIP00228_2243_Mission Hill.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2243,Mission Hill,Other
OIP00229_2243_Gateway.pdf,OIP00229_2243_Gateway.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,2243,Gateway,Other
OIP00260_4185_United.pdf,OIP00260_4185_United.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4185,United,Other
OIP00261_4186_Pinnacle.pdf,OIP00261_4186_Pinnacle.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4186,Pinnacle,Other
OIP00263_4189_Specialized Loans.pdf,OIP00263_4189_Specialized Loans.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4189,Specialized Loans,Other
OIP00262_4187_Nations Direct.pdf,OIP00262_4187_Nations Direct.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4187,Nations Direct,Other
OIP00265_4192_Silvergate.pdf,OIP00265_4192_Silvergate.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4192,Silvergate,Other
OIP00264_4191_Cornerstone.pdf,OIP00264_4191_Cornerstone.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4191,Cornerstone,Other
OIP00231_4029_Barclay Capital Real Estate.pdf,OIP00231_4029_Barclay Capital Real Estate.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4029,Barclay Capital Real Estate,Other
OIP00232_4030_First Place.pdf,OIP00232_4030_First Place.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4030,First Place,Other
OIP00230_4028_World Alliance.pdf,OIP00230_4028_World Alliance.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4028,World Alliance,Other
OIP00233_4031_Liberty Savings.pdf,OIP00233_4031_Liberty Savings.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4031,Liberty Savings,Other
OIP00235_4033_Gateway.pdf,OIP00235_4033_Gateway.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4033,Gateway,Other
OIP00234_4032_Metlife.pdf,OIP00234_4032_Metlife.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4032,Metlife,Other
OIP00236_4034_American Financial.pdf,OIP00236_4034_American Financial.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4034,American Financial,Other
OIP00238_4036_Bank of America.pdf,OIP00238_4036_Bank of America.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4036,Bank of America,Other
"OIP00205_3853_ABN Amro Mortgage Group, Inc.pdf","OIP00205_3853_ABN Amro Mortgage Group, Inc.pdf",ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3853,"ABN Amro Mortgage Group, Inc",Other
OIP00237_4035_GMAC.pdf,OIP00237_4035_GMAC.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4035,GMAC,Other
OIP00206_3855_Consumer Home Mortgage.pdf,OIP00206_3855_Consumer Home Mortgage.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3855,Consumer Home Mortgage,Other
OIP00207_3858_American Investment Team.pdf,OIP00207_3858_American Investment Team.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3858,American Investment Team,Other
OIP00208_3860_NetBank.pdf,OIP00208_3860_NetBank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3860,NetBank,Other
OIP00209_3860_NetBank.pdf,OIP00209_3860_NetBank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3860,NetBank,Other
OIP00211_3862_Bank of America - Richmond.pdf,OIP00211_3862_Bank of America - Richmond.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3862,Bank of America - Richmond,Other
OIP00210_3861_Bank of America - Buffalo.pdf,OIP00210_3861_Bank of America - Buffalo.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3861,Bank of America - Buffalo,Other
OIP00212_3863_Bank of America - Louisville.pdf,OIP00212_3863_Bank of America - Louisville.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3863,Bank of America - Louisville,Other
OIP00213_3864_Bank of America.pdf,OIP00213_3864_Bank of America.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3864,Bank of America,Other
OIP00193_3178_City National Bank.pdf,OIP00193_3178_City National Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3178,City National Bank,Other
OIP00194_3180_Universal Savings Bank.pdf,OIP00194_3180_Universal Savings Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3180,Universal Savings Bank,Other
OIP00214_3864_Bank of America.pdf,OIP00214_3864_Bank of America.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3864,Bank of America,Other
OIP00195_3206_Exchange Financial Corporation.pdf,OIP00195_3206_Exchange Financial Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3206,Exchange Financial Corporation,Other
OIP00196_3212_Bankers Mortgage & Investment.pdf,OIP00196_3212_Bankers Mortgage & Investment.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3212,Bankers Mortgage & Investment,Other
OIP00197_3216_Citified Mortgage Corporation.pdf,OIP00197_3216_Citified Mortgage Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3216,Citified Mortgage Corporation,Other
OIP00199_3219_Union National Mortgage.pdf,OIP00199_3219_Union National Mortgage.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3219,Union National Mortgage,Other
OIP00198_3219_Union National Mortgage.pdf,OIP00198_3219_Union National Mortgage.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3219,Union National Mortgage,Other
OIP00200_3219_Union National Mortgage.pdf,OIP00200_3219_Union National Mortgage.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3219,Union National Mortgage,Other
OIP00202_3231_Banc Boston Mortgage Corporation.pdf,OIP00202_3231_Banc Boston Mortgage Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3231,Banc Boston Mortgage Corporation,Other
OIP00203_3231_Banc Boston Mortgage Corporation.pdf,OIP00203_3231_Banc Boston Mortgage Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3231,Banc Boston Mortgage Corporation,Other
OIP00204_3231_Banc Boston Mortgage Corporation.pdf,OIP00204_3231_Banc Boston Mortgage Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3231,Banc Boston Mortgage Corporation,Other
OIP00201_3230_Provident Bank.pdf,OIP00201_3230_Provident Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3230,Provident Bank,Other
OIP00239_4061_Utah Housing.pdf,OIP00239_4061_Utah Housing.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4061,Utah Housing,Other
OIP00240_4062_Pennsylvania.pdf,OIP00240_4062_Pennsylvania.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4062,Pennsylvania,Other
OIP00241_4063_Rhode Island.pdf,OIP00241_4063_Rhode Island.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4063,Rhode Island,Other
OIP00242_4064_Mortgage Management.pdf,OIP00242_4064_Mortgage Management.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4064,Mortgage Management,Other
OIP00243_4066_Weststar.pdf,OIP00243_4066_Weststar.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4066,Weststar,Other
OIP00244_4068_Idaho Housing.pdf,OIP00244_4068_Idaho Housing.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4068,Idaho Housing,Other
OIP00245_4070_United Security.pdf,OIP00245_4070_United Security.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4070,United Security,Other
OIP00246_4071_Avelo Mortgage.pdf,OIP00246_4071_Avelo Mortgage.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4071,Avelo Mortgage,Other
OIP00247_4072_Amerifirst Financial.pdf,OIP00247_4072_Amerifirst Financial.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,4072,Amerifirst Financial,Other
OIP00278_3688_Firststar Home Mortgage Corporation.pdf,OIP00278_3688_Firststar Home Mortgage Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3688,Firststar Home Mortgage Corporation,Other
OIP00279_3689_United Capital Mortgage Corporation.pdf,OIP00279_3689_United Capital Mortgage Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3689,United Capital Mortgage Corporation,Other
OIP00281_3691_Triangle Bank.pdf,OIP00281_3691_Triangle Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3691,Triangle Bank,Other
OIP00280_3691_Triangle Bank.pdf,OIP00280_3691_Triangle Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3691,Triangle Bank,Other
OIP00282_3700_Homestead Mortgage.pdf,OIP00282_3700_Homestead Mortgage.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3700,Homestead Mortgage,Other
OIP00283_3699_Matrix Capital Bank.pdf,OIP00283_3699_Matrix Capital Bank.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3699,Matrix Capital Bank,Other
OIP00285_3692_NY Urban Servicing.pdf,OIP00285_3692_NY Urban Servicing.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3692,NY Urban Servicing,Other
OIP00286_3693_GN Mortgage Corporation.pdf,OIP00286_3693_GN Mortgage Corporation.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3693,GN Mortgage Corporation,Other
OIP00319_3701_Bank of Bloomfield Hills.pdf,OIP00319_3701_Bank of Bloomfield Hills.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3701,Bank of Bloomfield Hills,Other
OIP00284_3697_Draper & Kramer.pdf,OIP00284_3697_Draper & Kramer.pdf,ISSR MultiFamily,ISSR MultiFamily,ISSR MultiFamily,,3697,Draper & Kramer,Other
