"DFILESIZE","file","filename","siteid","uploaddirectory","contenttype","containerid","cm:title","oipmroot:category","oipmroot:date","oipmroot:department","oipmroot:library","oipmroot:issuerNumber","oipmroot:issuerName","damsasp:extDocSource","damsasp:extDocId","damsasp:extDocVersion"
5924431,"GMD018242.pdf","GMD018242.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Gershman Investment Corp.","SUPP","5/10/2011","","MLTF","2045","Gershman Investment Corp.","","GMD018242","1"
6769591,"GMD018243.pdf","GMD018243.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","First Housing Development Corp. of Florida","SUPP","4/13/2011","","MLTF","3752","First Housing Development Corp. of Florida","","GMD018243","1"
1086540,"GMD018244.pdf","GMD018244.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","First American Capital Group Corp.","SUPP","12/16/2010","","MLTF","4025","First American Capital Group Corp.","","GMD018244","1"
206605,"GMD018245.pdf","GMD018245.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Doughtery Mortgage, LLC.","SUPP","5/9/2011","","MLTF","3995","Doughtery Mortgage, LLC.","","GMD018245","1"
6475625,"GMD018246.pdf","GMD018246.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Deutsche Bank Berkshire Mortgage, Inc.","SUPP","","","MLTF","3973","Deutsche Bank Berkshire Mortgage, Inc.","","GMD018246","1"
274189,"GMD018247.pdf","GMD018247.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","DB Mortgage Services, LLC.","SUPP","12/23/2009","","MLTF","3972","DB Mortgage Services, LLC.","","GMD018247","1"
140015,"GMD018248.pdf","GMD018248.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Davis-Penn Mortgage Co. of Texas","SUPP","1/27/2010","","MLTF","2973","Davis-Penn Mortgage Co. of Texas","","GMD018248","1"
1089937,"GMD018249.pdf","GMD018249.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","CW Capital, LLC.","SUPP","5/13/2011","","MLTF","2823","CW Capital, LLC.","","GMD018249","1"
83852,"GMD018250.pdf","GMD018250.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","CMC Mortgage Services, Inc.","SUPP","7/9/2010","","MLTF","3709","CMC Mortgage Services, Inc.","","GMD018250","1"
238478,"GMD018252.pdf","GMD018252.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Century Health Capital, Inc.","SUPP","1/21/2010","","MLTF","3799","Century Health Capital, Inc.","","GMD018252","1"
2365248,"GMD018251.pdf","GMD018251.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Columbia National Real Estate Finance, LLC.","SUPP","12/10/2009","","MLTF","3965","Columbia National Real Estate Finance, LLC.","","GMD018251","1"
3685990,"GMD018253.pdf","GMD018253.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","CBRE HMF, Inc.","SUPP","6/16/2010","","MLTF","4051","CBRE HMF, Inc.","","GMD018253","1"
6040714,"GMD018254.pdf","GMD018254.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Capmark Finance, Inc.","SUPP","5/21/2009","","MLTF","3009","Capmark Finance, Inc.","","GMD018254","1"
9756304,"GMD018255.pdf","GMD018255.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Bonneville Mortgage Co.","SUPP","6/14/2010","","MLTF","4012","Bonneville Mortgage Co.","","GMD018255","1"
588056,"GMD018257.pdf","GMD018257.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Bellwether Real Estate Capital, LLC.","SUPP","5/10/2011","","MLTF","4067","Bellwether Real Estate Capital, LLC.","","GMD018257","1"
18212724,"GMD018256.pdf","GMD018256.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Berkadia Commercial Mortgage","SUPP","8/18/2010","","MLTF","4082","Berkadia Commercial Mortgage","","GMD018256","1"
161687,"GMD018258.pdf","GMD018258.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Beech Street Capital, LLC.","SUPP","6/17/2011","","MLTF","4147","Beech Street Capital, LLC.","","GMD018258","1"
1966108,"GMD018259.pdf","GMD018259.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Beacon Hill Mortgage Corp.","SUPP","","","MLTF","3900","Beacon Hill Mortgage Corp.","","GMD018259","1"
9004382,"GMD018260.pdf","GMD018260.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Armstrong Mortgage Company","SUPP","","","MLTF","3455","Armstrong Mortgage Company","","GMD018260","1"
400034,"GMD018261.pdf","GMD018261.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Amerisphere Mortgage Finance, LLC.","SUPP","11/20/2009","","MLTF","4013","Amerisphere Mortgage Finance, LLC.","","GMD018261","1"
344118,"GMD018262.pdf","GMD018262.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Amegy Mortgage Company, LLC.","SUPP","12/4/2009","","MLTF","3771","Amegy Mortgage Company, LLC.","","GMD018262","1"
1599098,"GMD018263.pdf","GMD018263.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Active Mortgage Company","SUPP","11/30/2009","","MLTF","3968","Active Mortgage Company","","GMD018263","1"
10779405,"GMD018271.pdf","GMD018271.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Greystone Servicing Corporation, Inc.","SUPP","","","MLTF","3500","Greystone Servicing Corporation, Inc.","","GMD018271","1"
26148480,"GMD018264.pdf","GMD018264.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Suburban Mortgage Association","SUPP","","","MLTF","2269","Suburban Mortgage Association","","GMD018264","1"
2906808,"GMD018265.pdf","GMD018265.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Seattle Savings Bank","SUPP","","","MLTF","3903","Seattle Savings Bank","","GMD018265","1"
206167,"GMD018266.pdf","GMD018266.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Secore Financial Corporation","SUPP","","","MLTF","3468","Secore Financial Corporation","","GMD018266","1"
5781669,"GMD018267.pdf","GMD018267.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Quaker Capital, LP.","SUPP","","","MLTF","3821","Quaker Capital, LP.","","GMD018267","1"
4245865,"GMD018268.pdf","GMD018268.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Heartland Capital Corp.","SUPP","","","MLTF","3796","Heartland Capital Corp.","","GMD018268","1"
93748,"GMD018269.pdf","GMD018269.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Legg Mason Real Estate Services","SUPP","8/30/2004","","MLTF","3884","Legg Mason Real Estate Services","","GMD018269","1"
460416,"GMD018270.pdf","GMD018270.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Lend Lease Housing Finance Group, LP.","SUPP","5/13/2004","","MLTF","3906","Lend Lease Housing Finance Group, LP.","","GMD018270","1"
55732201,"GMD018277.pdf","GMD018277.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Capmark finance, Inc (Formerly Known As GMAC Commercial Mortgage Corporation) 1/4","SUPP","","","MLTF","3009","Capmark finance, Inc (Formerly Known As GMAC Commercial Mortgage Corporation) 1/4","","GMD018277","1"
7236722,"GMD018272.pdf","GMD018272.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Berkshire Mortgage Finance Corporation","SUPP","12/28/2004","","MLTF","3305","Berkshire Mortgage Finance Corporation","","GMD018272","1"
9985771,"GMD018273.pdf","GMD018273.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Berkshire Mortgage Finance","SUPP","11/17/2004","","MLTF","3784","Berkshire Mortgage Finance","","GMD018273","1"
15762164,"GMD018278.pdf","GMD018278.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Security Savings Mortgage Corp.","SUPP","1/14/2005","","MLTF","2472","Security Savings Mortgage Corp.","","GMD018278","1"
11793247,"GMD018274.pdf","GMD018274.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Mitchell Mortgage Company, LLC.","SUPP","","","MLTF","3771","Mitchell Mortgage Company, LLC.","","GMD018274","1"
28419,"GMD018275.pdf","GMD018275.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Lend Lease Housing Finance Group, LP.","SUPP","","","MLTF","3906","Lend Lease Housing Finance Group, LP.","","GMD018275","1"
29441,"GMD018276.pdf","GMD018276.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Legg Mason Real Estate Services","SUPP","","","MLTF","3884","Legg Mason Real Estate Services","","GMD018276","1"
2460226,"GMD018279.pdf","GMD018279.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","US Mortgage","SUPP","6/28/2004","","MLTF","3841","US Mortgage","","GMD018279","1"
3772781,"GMD018280.pdf","GMD018280.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","The Leader Mortgage Company","SUPP","","","MLTF","1594","The Leader Mortgage Company","","GMD018280","1"
38614389,"GMD018281.pdf","GMD018281.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Malone Mortgage Company","SUPP","","","MLTF","3405","Malone Mortgage Company","","GMD018281","1"
1744052,"GMD018282.pdf","GMD018282.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Merchantile Mortgage Corp.","SUPP","","","MLTF","1992","Merchantile Mortgage Corp.","","GMD018282","1"
219489,"GMD018283.pdf","GMD018283.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","National Cooperative Bank","SUPP","","","MLTF","3573","National Cooperative Bank","","GMD018283","1"
32156198,"GMD018284.pdf","GMD018284.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","MMA Realty Corp.","SUPP","","","MLTF","3608","MMA Realty Corp.","","GMD018284","1"
65818,"GMD018285.pdf","GMD018285.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Main Street Mortgage","SUPP","","","MLTF","3547","Main Street Mortgage","","GMD018285","1"
131921,"GMD018286.pdf","GMD018286.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","San Diego Funding","SUPP","","","MLTF","3406","San Diego Funding","","GMD018286","1"
7210990,"GMD018287.pdf","GMD018287.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Illinios Housing Development Authority","SUPP","","","MLTF","3924","Illinios Housing Development Authority","","GMD018287","1"
7002478,"GMD018288.pdf","GMD018288.pdf","SUPP MultiFamily","SUPP MultiFamily","SUPP MultiFamily","","Harry Mortgage Company","SUPP","","","MLTF","3804","Harry Mortgage Company","","GMD018288","1"
