"DFILESIZE","file","filename","siteid","uploaddirectory","contenttype","containerid","cm:title","oipmroot:category","oipmroot:date","oipmroot:department","oipmroot:library","oipmroot:issuerNumber","oipmroot:issuerName","damsasp:extDocSource","damsasp:extDocId","damsasp:extDocVersion"
33904,"GMD018343.pdf","GMD018343.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","009_98-33  GINNIE MAE SE","MISC","","","MLTF","","","","GMD018343","1"
90919,"GMD018565.pdf","GMD018565.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","009_99-17 Rationing of C","MISC","","","MLTF","","","","GMD018565","1"
106511,"GMD018354.pdf","GMD018354.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","009_99-34 Release of Con","MISC","","","MLTF","","","","GMD018354","1"
146291,"GMD018562.pdf","GMD018562.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","009_January 5, 1998  98-","MISC","","","MLTF","","","","GMD018562","1"
78262,"GMD018471.pdf","GMD018471.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","009_July 18, 1984 All Pa","MISC","","","MLTF","","","","GMD018471","1"
244045,"GMD018673.pdf","GMD018673.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","009_Multi-family Claims","MISC","","","MLTF","","","","GMD018673","1"
71430,"GMD018452.pdf","GMD018452.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","009_June 10, 1986 All GN","MISC","","","MLTF","","","","GMD018452","1"
86859,"GMD018419.pdf","GMD018419.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","009_June 26, 1989 Misuse","MISC","","","MLTF","","","","GMD018419","1"
178974,"GMD018669.pdf","GMD018669.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","009_September 15, 1982","MISC","","","MLTF","","","","GMD018669","1"
215133,"GMD018650.pdf","GMD018650.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","010_01-10 Forbearance an","MISC","","","MLTF","","","","GMD018650","1"
39923,"GMD018438.pdf","GMD018438.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","009_September 16, 1987 R","MISC","","","MLTF","","","","GMD018438","1"
49003,"GMD018405.pdf","GMD018405.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","010_91-11 August 13","MISC","","","MLTF","","","","GMD018405","1"
88558,"GMD028402.pdf","GMD028402.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","TRI Capital Corporation","MISC","","","","","","","GMD028402","1"
61215,"GMD018509.pdf","GMD018509.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","010_April 11, 1997 97-18","MISC","","","MLTF","","","","GMD018509","1"
292264,"GMD028408.pdf","GMD028408.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","The Patrician Financial","MISC","","","","","","","GMD028408","1"
198392,"GMD028403.pdf","GMD028403.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","TRI Capital Corporation","MISC","","","","","","","GMD028403","1"
38837,"GMD028406.pdf","GMD028406.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","TRI Capital Corporation","MISC","","","","","","","GMD028406","1"
166904,"GMD028404.pdf","GMD028404.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","TRI Capital Corporation","MISC","","","","","","","GMD028404","1"
138565,"GMD028407.pdf","GMD028407.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","The Sturges Company","MISC","","","","","","","GMD028407","1"
87582,"GMD028405.pdf","GMD028405.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","TRI Capital Corporation","MISC","","","","","","","GMD028405","1"
31989,"GMD019710.pdf","GMD019710.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","The Chase Manhattan Bank","MISC","","","MLTF","","","","GMD019710","1"
45570,"GMD019732.pdf","GMD019732.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Malone Mortgage Company","MISC","","","MLTF","","","","GMD019732","1"
42373,"GMD019703.pdf","GMD019703.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","US Mortgage","MISC","","","MLTF","","","","GMD019703","1"
31756,"GMD019708.pdf","GMD019708.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","The Chase Manhattan Bank","MISC","","","MLTF","","","","GMD019708","1"
29995,"GMD019709.pdf","GMD019709.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","The Chase Manhattan Bank","MISC","","","MLTF","","","","GMD019709","1"
28298,"GMD019707.pdf","GMD019707.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","The Chase Manhattan Bank","MISC","","","MLTF","","","","GMD019707","1"
42921,"GMD019739.pdf","GMD019739.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Harry Mortgage Company","MISC","","","MLTF","","","","GMD019739","1"
37970,"GMD019702.pdf","GMD019702.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","WMF Huntoon Paige Associ","MISC","","","MLTF","","","","GMD019702","1"
38837,"GMD019705.pdf","GMD019705.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","TRI Capital Corporation","MISC","","","MLTF","","","","GMD019705","1"
38490,"GMD019792.pdf","GMD019792.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Colorado Bankers Mortgag","MISC","","","MLTF","","","","GMD019792","1"
45058,"GMD019778.pdf","GMD019778.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GMAC Commercial Mortgage","MISC","","","MLTF","","","","GMD019778","1"
38702,"GMD019716.pdf","GMD019716.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","PFC Corporation","MISC","","","MLTF","","","","GMD019716","1"
38157,"GMD019775.pdf","GMD019775.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019775","1"
30411,"GMD019774.pdf","GMD019774.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019774","1"
42031,"GMD019799.pdf","GMD019799.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Capri Capital Associates","MISC","","","MLTF","","","","GMD019799","1"
47366,"GMD019731.pdf","GMD019731.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Malone Mortgage Company","MISC","","","MLTF","","","","GMD019731","1"
35257,"GMD019726.pdf","GMD019726.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Midland Mortgage Investm","MISC","","","MLTF","","","","GMD019726","1"
45428,"GMD019802.pdf","GMD019802.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Armstrong Mortgage Compa","MISC","","","MLTF","","","","GMD019802","1"
32892,"GMD019773.pdf","GMD019773.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019773","1"
49810,"GMD019747.pdf","GMD019747.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Goldman, Sachs & Company","MISC","","","MLTF","","","","GMD019747","1"
46072,"GMD019801.pdf","GMD019801.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Armstrong Mortgage Compa","MISC","","","MLTF","","","","GMD019801","1"
38407,"GMD019737.pdf","GMD019737.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Highland Mortgage Compan","MISC","","","MLTF","","","","GMD019737","1"
44764,"GMD019727.pdf","GMD019727.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Mellon Mortgage Company","MISC","","","MLTF","","","","GMD019727","1"
36797,"GMD019772.pdf","GMD019772.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019772","1"
42612,"GMD019780.pdf","GMD019780.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Gershman Investment Corp","MISC","","","MLTF","","","","GMD019780","1"
33538,"GMD019771.pdf","GMD019771.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019771","1"
44370,"GMD019734.pdf","GMD019734.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","LPC Mortgage Company","MISC","","","MLTF","","","","GMD019734","1"
43384,"GMD019782.pdf","GMD019782.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","First American National","MISC","","","MLTF","","","","GMD019782","1"
43817,"GMD019715.pdf","GMD019715.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","PFC Corporation","MISC","","","MLTF","","","","GMD019715","1"
48632,"GMD019729.pdf","GMD019729.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Malone Mortgage Company","MISC","","","MLTF","","","","GMD019729","1"
51686,"GMD019793.pdf","GMD019793.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Collateral Mortgage, Ltd","MISC","","","MLTF","","","","GMD019793","1"
48914,"GMD019768.pdf","GMD019768.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019768","1"
32200,"GMD019770.pdf","GMD019770.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019770","1"
36083,"GMD019701.pdf","GMD019701.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","WMF Huntoon Paige Associ","MISC","","","MLTF","","","","GMD019701","1"
46011,"GMD019725.pdf","GMD019725.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Midland Mortgage Investm","MISC","","","MLTF","","","","GMD019725","1"
45539,"GMD019730.pdf","GMD019730.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Malone Mortgage Company","MISC","","","MLTF","","","","GMD019730","1"
37606,"GMD019769.pdf","GMD019769.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019769","1"
30548,"GMD019767.pdf","GMD019767.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019767","1"
28378,"GMD019766.pdf","GMD019766.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019766","1"
32738,"GMD019706.pdf","GMD019706.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","The Depository Trust Com","MISC","","","MLTF","","","","GMD019706","1"
47298,"GMD019718.pdf","GMD019718.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Peck, Shaffer & Williams","MISC","","","MLTF","","","","GMD019718","1"
47029,"GMD019728.pdf","GMD019728.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Mellon Mortgage","MISC","","","MLTF","","","","GMD019728","1"
27276,"GMD019764.pdf","GMD019764.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019764","1"
29667,"GMD019765.pdf","GMD019765.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019765","1"
26374,"GMD019763.pdf","GMD019763.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019763","1"
35957,"GMD019746.pdf","GMD019746.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Greystone Servicing Corp","MISC","","","MLTF","","","","GMD019746","1"
26287,"GMD019759.pdf","GMD019759.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019759","1"
36232,"GMD019762.pdf","GMD019762.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019762","1"
30848,"GMD019777.pdf","GMD019777.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GMAC Commercial Mortgage","MISC","","","MLTF","","","","GMD019777","1"
37232,"GMD019758.pdf","GMD019758.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019758","1"
34404,"GMD019760.pdf","GMD019760.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019760","1"
42374,"GMD019700.pdf","GMD019700.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","WMF Huntoon Paige Associ","MISC","","","MLTF","","","","GMD019700","1"
46401,"GMD019757.pdf","GMD019757.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019757","1"
47263,"GMD019714.pdf","GMD019714.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","PFC Corporation","MISC","","","MLTF","","","","GMD019714","1"
33370,"GMD019756.pdf","GMD019756.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019756","1"
53554,"GMD019722.pdf","GMD019722.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Mitchell Mortgage Compan","MISC","","","MLTF","","","","GMD019722","1"
53456,"GMD019721.pdf","GMD019721.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Moddy's Investors Servic","MISC","","","MLTF","","","","GMD019721","1"
54052,"GMD019794.pdf","GMD019794.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","City of Minnetonka","MISC","","","MLTF","","","","GMD019794","1"
46285,"GMD019788.pdf","GMD019788.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Deloitte & Touche LLP","MISC","","","MLTF","","","","GMD019788","1"
45575,"GMD019741.pdf","GMD019741.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Harbor Financial Mortgag","MISC","","","MLTF","","","","GMD019741","1"
33224,"GMD019789.pdf","GMD019789.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Davis-Penn Mortgage Comp","MISC","","","MLTF","","","","GMD019789","1"
48204,"GMD019761.pdf","GMD019761.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019761","1"
40230,"GMD019797.pdf","GMD019797.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Century Health Capital,","MISC","","","MLTF","","","","GMD019797","1"
32813,"GMD019755.pdf","GMD019755.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019755","1"
38699,"GMD019785.pdf","GMD019785.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Evanston Financial Corpo","MISC","","","MLTF","","","","GMD019785","1"
38682,"GMD019787.pdf","GMD019787.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Evanston Financial Corpo","MISC","","","MLTF","","","","GMD019787","1"
38066,"GMD019790.pdf","GMD019790.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Continental Wingate Asso","MISC","","","MLTF","","","","GMD019790","1"
39268,"GMD019784.pdf","GMD019784.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Evanston Financial Corpo","MISC","","","MLTF","","","","GMD019784","1"
36546,"GMD019754.pdf","GMD019754.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019754","1"
40294,"GMD019796.pdf","GMD019796.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Chase Bank of Texas, NA","MISC","","","MLTF","","","","GMD019796","1"
46805,"GMD019723.pdf","GMD019723.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Mitchell Mortgage","MISC","","","MLTF","","","","GMD019723","1"
38903,"GMD020081.pdf","GMD020081.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GE Capital Mortgage Serv","MISC","","","MLTF","","","","GMD020081","1"
34845,"GMD020082.pdf","GMD020082.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Continental Mortgage Com","MISC","","","MLTF","","","","GMD020082","1"
59671,"GMD020074.pdf","GMD020074.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","West Star Financial Corp","MISC","","","MLTF","","","","GMD020074","1"
44992,"GMD020075.pdf","GMD020075.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD020075","1"
45794,"GMD020076.pdf","GMD020076.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD020076","1"
33614,"GMD020079.pdf","GMD020079.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Norwest Mortgage, Inc","MISC","","","MLTF","","","","GMD020079","1"
34525,"GMD020078.pdf","GMD020078.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","North American Mortgage","MISC","","","MLTF","","","","GMD020078","1"
57815,"GMD020083.pdf","GMD020083.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Associates National Mort","MISC","","","MLTF","","","","GMD020083","1"
48807,"GMD019800.pdf","GMD019800.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Armstrong Mortgage Compa","MISC","","","MLTF","","","","GMD019800","1"
44600,"GMD019753.pdf","GMD019753.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019753","1"
43445,"GMD019795.pdf","GMD019795.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Chase Bank of Texas, NA","MISC","","","MLTF","","","","GMD019795","1"
31015,"GMD019745.pdf","GMD019745.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Guaranty Federal Bank, F","MISC","","","MLTF","","","","GMD019745","1"
39660,"GMD019743.pdf","GMD019743.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Guaranty Federal Bank, F","MISC","","","MLTF","","","","GMD019743","1"
39803,"GMD019744.pdf","GMD019744.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Guaranty Federal Bank, F","MISC","","","MLTF","","","","GMD019744","1"
34092,"GMD019776.pdf","GMD019776.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019776","1"
41262,"GMD019786.pdf","GMD019786.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Evanston Financial Corpo","MISC","","","MLTF","","","","GMD019786","1"
57033,"GMD019712.pdf","GMD019712.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Silverstate Financial Co","MISC","","","MLTF","","","","GMD019712","1"
53657,"GMD019704.pdf","GMD019704.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","TRI Capital Corporation","MISC","","","MLTF","","","","GMD019704","1"
57086,"GMD019720.pdf","GMD019720.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","New York Urban Servicing","MISC","","","MLTF","","","","GMD019720","1"
56747,"GMD019733.pdf","GMD019733.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","LPC Mortgage Company","MISC","","","MLTF","","","","GMD019733","1"
38930,"GMD019740.pdf","GMD019740.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Harbor Financial Mortgag","MISC","","","MLTF","","","","GMD019740","1"
34493,"GMD020080.pdf","GMD020080.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Mellon Mortgage Company","MISC","","","MLTF","","","","GMD020080","1"
61355,"GMD019779.pdf","GMD019779.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GFI Mortgage Bankers, In","MISC","","","MLTF","","","","GMD019779","1"
56470,"GMD019748.pdf","GMD019748.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Goldman Sachs Housing an","MISC","","","MLTF","","","","GMD019748","1"
36641,"GMD019752.pdf","GMD019752.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019752","1"
47808,"GMD019724.pdf","GMD019724.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Midland Mortgage Investm","MISC","","","MLTF","","","","GMD019724","1"
28750,"GMD020077.pdf","GMD020077.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD020077","1"
35961,"GMD019699.pdf","GMD019699.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","WRH Mortgage, Inc","MISC","","","MLTF","","","","GMD019699","1"
54396,"GMD019738.pdf","GMD019738.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Heartland Capital Corpor","MISC","","","MLTF","","","","GMD019738","1"
48879,"GMD019717.pdf","GMD019717.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Peck, Shaffer & Williams","MISC","","","MLTF","","","","GMD019717","1"
36332,"GMD019781.pdf","GMD019781.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","G&L Realty Partnership,","MISC","","","MLTF","","","","GMD019781","1"
30546,"GMD019713.pdf","GMD019713.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","PFC Corporation","MISC","","","MLTF","","","","GMD019713","1"
37755,"GMD019783.pdf","GMD019783.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","First American Mortgage","MISC","","","MLTF","","","","GMD019783","1"
39816,"GMD019735.pdf","GMD019735.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Laureate Realty Services","MISC","","","MLTF","","","","GMD019735","1"
40486,"GMD019798.pdf","GMD019798.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Centennial Mortgage, Inc","MISC","","","MLTF","","","","GMD019798","1"
47864,"GMD019751.pdf","GMD019751.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019751","1"
32815,"GMD019736.pdf","GMD019736.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Highland Mortgage Compan","MISC","","","MLTF","","","","GMD019736","1"
43626,"GMD019791.pdf","GMD019791.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Continental Securities C","MISC","","","MLTF","","","","GMD019791","1"
39026,"GMD019711.pdf","GMD019711.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Silverstate Financial Co","MISC","","","MLTF","","","","GMD019711","1"
55534,"GMD019698.pdf","GMD019698.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","WRH Mortgage, Inc","MISC","","","MLTF","","","","GMD019698","1"
32517,"GMD019750.pdf","GMD019750.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019750","1"
29686,"GMD019749.pdf","GMD019749.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019749","1"
40657,"GMD019742.pdf","GMD019742.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Guaranty Federal Bank, F","MISC","","","MLTF","","","","GMD019742","1"
60936,"GMD019895.pdf","GMD019895.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019895","1"
32238,"GMD019843.pdf","GMD019843.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","The Chase Manhattan Bank","MISC","","","MLTF","","","","GMD019843","1"
33608,"GMD019719.pdf","GMD019719.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","NY Urban","MISC","","","MLTF","","","","GMD019719","1"
28995,"GMD019842.pdf","GMD019842.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","The Chase Manhattan Bank","MISC","","","MLTF","","","","GMD019842","1"
32979,"GMD019894.pdf","GMD019894.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019894","1"
37190,"GMD019841.pdf","GMD019841.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","The Chase Manhattan Bank","MISC","","","MLTF","","","","GMD019841","1"
55126,"GMD019896.pdf","GMD019896.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","GNMA","MISC","","","MLTF","","","","GMD019896","1"
35275,"GMD019846.pdf","GMD019846.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Reilly Mortgage Group, I","MISC","","","MLTF","","","","GMD019846","1"
37760,"GMD019804.pdf","GMD019804.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","WRH Mortgage, Inc","MISC","","","MLTF","","","","GMD019804","1"
36145,"GMD019807.pdf","GMD019807.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","WMF Huntoon Paige Associ","MISC","","","MLTF","","","","GMD019807","1"
35200,"GMD019861.pdf","GMD019861.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","PFC Corporation","MISC","","","MLTF","","","","GMD019861","1"
34496,"GMD019867.pdf","GMD019867.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Malone Mortgage Company","MISC","","","MLTF","","","","GMD019867","1"
33802,"GMD019909.pdf","GMD019909.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Continental Wingate Asso","MISC","","","MLTF","","","","GMD019909","1"
48718,"GMD019803.pdf","GMD019803.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","WRH Mortgage, Inc","MISC","","","MLTF","","","","GMD019803","1"
49071,"GMD019816.pdf","GMD019816.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","US Bank NA","MISC","","","MLTF","","","","GMD019816","1"
39846,"GMD019840.pdf","GMD019840.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","The Chase Manhattan Bank","MISC","","","MLTF","","","","GMD019840","1"
33879,"GMD019865.pdf","GMD019865.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Mercantile Mortgage Corp","MISC","","","MLTF","","","","GMD019865","1"
32344,"GMD019901.pdf","GMD019901.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Glaser Financial Group,","MISC","","","MLTF","","","","GMD019901","1"
41313,"GMD019872.pdf","GMD019872.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Hudson United Bank","MISC","","","MLTF","","","","GMD019872","1"
45849,"GMD019871.pdf","GMD019871.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Hudson United Bank","MISC","","","MLTF","","","","GMD019871","1"
50386,"GMD019905.pdf","GMD019905.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","Firstar Bank, NA","MISC","","","MLTF","","","","GMD019905","1"
41824,"GMD019902.pdf","GMD019902.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","G&L Realty Partnership,","MISC","","","MLTF","","","","GMD019902","1"
50610,"GMD019853.pdf","GMD019853.pdf","CDs MultiFamily","CDs MultiFamily","CDs MultiFamily","","PR Mortgage & Investment","MISC","","","MLTF","","","","GMD019853","1"
